"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Technology","Software Open Sourced?","Year Produced","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/G033374/1","Research Grant","Software and Technical Products","Swansea University","College of Science","Setzer","Anton","http://orcid.org/0000-0001-5322-6060","Integration of automated theorem proving into Agda","Software for integration of SAT solvers and model checkers into the interactive theorem prover Agda
Developed by Karim Kanso as part of his PhD thesis.","Software","Yes","2013","This outcome was praised by the external examiner. It allowed to fully verify a British railway station using the theorem prover Agda.","http://www.cs.swan.ac.uk/~csetzer/articlesFromOthers/index.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=546d53b6c1fa15.20380127&grantRef=EP%2FG033374%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G033374/1","A093C27E-6340-4253-9105-5428B4457300","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","E9A2E1A5-2857-4020-811C-4DDA1E8812E8"
"MRC","MR/J002097/1","Research Grant","Software and Technical Products","University of Bristol","Cellular and Molecular Medicine","Blocker","Ariel","","Bespoke programmes for 3D reconstruction of T3SS distal needle tip complex","Set of programmes, instructions and test data sets released via MRC funded CCPEM and University of Bristol Data Repository (10.5523/bris.1trtuj35bwn5410ibhinps47ag)","Software","Yes","2014","Too early to say","http://www.ccpem.ac.uk/download.php","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5457f237d42941.43716543&grantRef=MR%2FJ002097%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J002097/1","36A5FE62-C280-4089-AF9E-540378BCAF92","C008C651-F5B0-4859-A334-5F574AB6B57C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","52818C77-4685-4862-8524-ECA0EA07CC3D"
"STFC","ST/L003910/1","Fellowship","Software and Technical Products","University of Cambridge","Institute of Astronomy","Izzard","Robert George","","Window to the Stars 2","Window To The Stars is a graphical user interface to the popular TWIN single/binary stellar evolution code, for novices, students and professional astrophysicists. I have developed it over the last decade.

I have started work on Window to the Stars 2, an updated version of the above. It has been redesigned to be more powerful and allow the use of multiple stellar evolution codes concurrently, such as the TWIN code, my binary_c code, the Cambridge STARS code and the popular MESA code. It is work in progress and I do most of the work in my spare time, but the benefits are already clear to people here in Cambridge, especially the stellar evolution students.","Software","Yes","2016","The software now allows the use of multiple stellar evolution codes (e.g. TWIN, my binary_c code, the Cambridge STARS code and the popular MESA stellar evolution code).

It will be used for the first time in our public outreach open day in March 2016. 

This software will be used by my postdoc Ghina Halabi as part of the STFC funded &quot;2D stellar evolution&quot; project. 
This software is being used by one of the institute's PhD students.","http://www.ast.cam.ac.uk/~rgi/window.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dd641716a344.51675597&grantRef=ST%2FL003910%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/L003910/1","9B7893DF-526D-474B-9B37-41323AB58899","D7F4F462-0518-4784-908A-D12633C139B3","D1774113-D5D2-4B7C-A412-66A90FE4B96F","50833A36-8684-4847-A653-E69A571BC805"
"EPSRC","EP/M003728/1","Fellowship","Software and Technical Products","University of St Andrews","Computer Science","Jefferson","Christopher","","Images","Find minimal and canonical images of objects in permutation groups","Software","Yes","2016","1 journal paper about to be submitted, already 2 other research groups using this software.","https://github.com/gap-packages/images","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56cf02f24ea155.60925470&grantRef=EP%2FM003728%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/M003728/1","08D3C73F-598B-4976-9E1F-48D172A29683","798CB33D-C79E-4578-83F2-72606407192C","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","9487244F-B6AD-434A-B5D9-D2B1AF5517E3"
"BBSRC","BB/I02576X/1","Research Grant","Software and Technical Products","EMBL - European Bioinformatics Institute","Protein Data Bank in Europe","Kleywegt","Gerard","","Genome3D website","Website providing Genome3D data","Webtool/Application","","2012","The predicted structural features for sequences are made available via the website","http://genome3d.eu/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54612f19535e50.18134734&grantRef=BB%2FI02576X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/I02576X/1","2A73B7DC-396B-4F39-BF63-61719F676C16","2512EF1C-401B-4222-9869-A770D4C5FAC7","9A22541F-DA58-481E-8D0C-C4BCF4EA030E","00232F8E-D4BC-4E35-A536-B95D41F86183"
"AHRC","AH/M004937/1","Research Grant","Software and Technical Products","University of Hull","History","Oldfield","John","","Stolen Lives","'Stolen Lives' (formerly 'Child Cargo') is an educational resource consisting of 17 short pieces, 9 songs and 8 narratives, all with visual backdrop. The resources can be downloaded via a dedicated website (www.stolenlives.co.uk) which also provides soundtracks, lesson plans and a space where users can upload their own interpretations of the material the team has produced.","Webtool/Application","","2015","The website was launched in July 2015 and to date (December 2015) has had 3,500 unique visitors and 10,000 page views. We have also attracted a lot of attention via social media. Sir Ken Robinson -- who has 300k followers -- recently mentioned 'Stolen Lives' in a tweet and we have already seen increased traffic as a result. Our Facebook site, meanwhile, has 500 page likes/followers. Since the launch of the site we have also had increasing numbers of requests to present the resource, both here and overseas (e.g. Germany, the USA).","http://www.stolenlives.co.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=566989505b14e8.61963394&grantRef=AH%2FM004937%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/M004937/1","EE4A6FF0-7159-4401-ACBA-4764EF768CAB","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","8A0FC07A-04CD-4F7A-9095-1D2E6C1D918F","9E783E5E-238B-44F5-A60B-2345D2BFFB52"
"EPSRC","EP/K018191/1","Research Grant","Software and Technical Products","University of Warwick","WMG","Harrison","Robert","","Engineering tool for reconfigurable automation - PLC code mapping and deployment","Prototype engineering tool for reconfigurable automation - PLC code mapping and deployment","Software","","2014","More efficient design, deployment and verification of PLC code.
Has the potential to radically improve the efficiency of the engineering supply chain in the automation sector.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=546e0dc5baff95.99326877&grantRef=EP%2FK018191%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K018191/1","69C0D70C-F405-4090-8F59-4F243C9FF026","798CB33D-C79E-4578-83F2-72606407192C","B6FB652A-60C3-48DD-9A33-075D1F759B48","75E3B98A-CCB7-424C-9E9B-88F10C7750AC"
"EPSRC","EP/K018191/1","Research Grant","Software and Technical Products","University of Warwick","WMG","Harrison","Robert","","LiveView","This software is designed to be used as a virtual showroom for machine builders and for offline operator trainings.","Software","","2015","This software is still in development phase.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dda32729d641.70409322&grantRef=EP%2FK018191%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K018191/1","69C0D70C-F405-4090-8F59-4F243C9FF026","798CB33D-C79E-4578-83F2-72606407192C","B6FB652A-60C3-48DD-9A33-075D1F759B48","75E3B98A-CCB7-424C-9E9B-88F10C7750AC"
"EPSRC","EP/H018298/1","Research Grant","Software and Technical Products","University of Cambridge","Computer Laboratory","Anderson","Ross","","http://www.deft-whois.org/","Open source Perl package for processing whois data","Software","","2013",,"http://www.deft-whois.org/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-115382103.356888626fd4cb34&grantRef=EP%2FH018298%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H018298/1","EF76D176-CADB-433E-9F8F-541AE9575E5E","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","68BAAF03-FE50-4F31-9003-75678B8DAED0"
"BBSRC","BB/J001473/1","Research Grant","Software and Technical Products","University College London","Institute of Neurology","Rusakov","Dmitri","","Dedicate 64-core computer cluster","A dedicated in-house 64(+) computer cluster (parallel computing enabled) for biophysical and neural network modelling including computational environment. Designed and built by Dr K. Zheng.","e-Business Platform","","2008","High-profile publications reflecting several scientific discoveries.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545fcb5004e0f9.26853047&grantRef=BB%2FJ001473%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J001473/1","F151C6E0-194E-46C5-93A2-55BC8D1CD6CD","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","6D1B1118-CA7E-4E05-9D25-5F973190635B"
"EPSRC","EP/G004250/1","Fellowship","Software and Technical Products","University College London","Medical Physics and Biomedical Eng","Olivo","Alessandro","","ray-tracing based phase contrast imaging simulator","This is a software that can simulate phase contrast images based on an approximated ray-tracing approach. It is not as as the one based on the Fresnel/Kirchoff diffraction integral approach, but is faster. It was also demonstrated to produce the same results under relaxed (e.g. lab-based) coherence conditions. It is not open source as not of straightforward use (yet) but we are prepared to make it available to any group that might require it.","Software","","2010","It allows fast and reliable simulation of phase contrast images. Despite to being a recent development, the University of Trieste is using it, and we use it as a training tool for students at UCL. We've also pioneered remote use by our distance learning MSc students.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545b82a03e0217.77100342&grantRef=EP%2FG004250%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G004250/1","F04648B6-73B9-4102-9EDB-5189649E4D58","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","9929E72C-7C05-4DF8-B360-5E02DB7BA057"
"MRC","G1001806","Fellowship","Software and Technical Products","University of Manchester","Life Sciences","Robertson","David","","Software for HIV-1 tropism prediction","Trogen is a novel genotypic tropism prediction algorithm. Based on the V3 loop sequence of HIV-1's envelope gene and its structure, it classifies viral sequences as CCR5- or CXCR4-using, based on transitions between 35 residues in close structural proximity within the V3 loop.","Software","Yes","2014","Novel software for predicting HIV-1 drug resistance/tropism in the context of entry-inhibitor drugs.","http://www.click2go.umip.com/i/software/Biomedical_Software/TroGen.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5463f430023e75.35746989&grantRef=G1001806","http://gtr.rcuk.ac.uk:80/projects?ref=G1001806","B49A67AE-9D16-4EB6-9024-6499FF854BAC","C008C651-F5B0-4859-A334-5F574AB6B57C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","254921DF-6154-4C5E-98D6-71157D92DFB2"
"EPSRC","EP/I001689/1","Research Grant","Software and Technical Products","University of Manchester","Computer Science","Navarro-Lopez","Eva Maria","","Implementation of a pilot software tool called DyverseBMC","DyverseBMC (Dyverse Bounded Model Checker). DyverseBMC is a bounded model checker based on a lazy SMT (Satisfiability Modulo Theories) approach especially designed for verifying safety properties of systems with multiple impacts and friction. DyverseBMC uses the transition system generated by DyverseRBT as the computational semantics of the mechanical system.","Software","Yes","2012","Nothing to report.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-7500488429.79640671e6f282&grantRef=EP%2FI001689%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I001689/1","6F1325B5-FD3F-4A73-A1A2-64DB773D44DB","798CB33D-C79E-4578-83F2-72606407192C","68D0E3C9-9246-4CFC-B5E9-48584CF82993","53F1AE67-784E-43E6-A442-3C5B821434E4"
"BBSRC","BB/J009415/1","Research Grant","Software and Technical Products","University of Manchester","Life Sciences","Rattray","Magnus","","BitSeqVB variational Bayes extension of the BitSeq package","BitSeq is a package for transcript isoform level expression and differential expression estimation for RNA-seq. Through this project we introduced a much faster Variational Bayes (VB) version of BitSeq.","Software","Yes","2014","The BitSeqVB method was a top performing method in a recent benchmark (Kanitz, A., Gypas, F., Gruber, A. J., Gruber, A. R., Martin, G., &amp;amp; Zavolan, M., 2015, Comparative assessment of methods for the computational inference of transcript isoform abundance from RNA-seq data, Genome biology, 16(1), 1-26). The paper describing the work (Hensman et al. Bioinformatics 2015) was the most-read article in the journal Bioinformatics in December and January.","http://bitseq.github.io/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dab652c63663.93571231&grantRef=BB%2FJ009415%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J009415/1","7616A849-FE83-48B3-83A9-6100917B5E75","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","8A92553D-822E-4045-823C-9C8CCA624CD1"
"EPSRC","EP/K018132/1","Research Grant","Software and Technical Products","University of Southampton","School of Chemistry","Day","Graeme","http://orcid.org/0000-0001-8396-2771","Global lattice energy explorer software","Software for predicting the crystal structures of organic molecules.","Software","","2015","This software is at the heart of several current multi-disciplinary collaborations, including polymorph screening, materials discovery and crystal structure determination.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dd804f737357.07754599&grantRef=EP%2FK018132%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K018132/1","791422D0-6BEC-477A-A8E1-6021A0D46106","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","280E0A61-B62F-4F2D-A737-26E12DD97B57"
"EPSRC","EP/J009075/1","Research Grant","Software and Technical Products","University of Birmingham","School of Computer Science","Chothia","Tom","","LeakWatch:","LeakWatch is a quantitative information leakage analysis tool for the Java programming language. 
Programs that process secret data may inadvertently reveal information about those secrets in their publicly-observable output. LeakWatch repeatedly executes a Java program containing both secret and publicly-observable data and uses robust statistical techniques to provide estimates, with confidence intervals, for min-entropy leakage (using a new theoretical result presented in this paper) and mutual information.","Software","Yes","2014","Leakwatch shows that information leakage estimation is possible for large Java programs.","http://www.cs.bham.ac.uk/research/projects/infotools/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=544d4788a9aa32.00508515&grantRef=EP%2FJ009075%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J009075/1","943A33F6-BA68-4A28-8FDA-735561A0B432","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","9D92120C-3C9A-4DEC-A538-74E0840F16AB"
"EPSRC","EP/L010917/1","Research Grant","Software and Technical Products","University of Cambridge","Engineering","Mair","Lord Robert","","Data analysis technique (SA)","Did one of the first pioneering applications of dynamic sensing using BOTDR and its validation with FBG sensors","New/Improved Technique/Technology","","2015","Did one of the first pioneering applications of dynamic sensing using BOTDR and its validation with FBG sensors",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dedea1eeb833.95619346&grantRef=EP%2FL010917%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L010917/1","2D0D99C7-C61C-4938-9AD5-51D0CD5CD076","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"EPSRC","EP/L010917/1","Research Grant","Software and Technical Products","University of Cambridge","Engineering","Mair","Lord Robert","","Customized novel laser scan change detection (SA)","Customized novel laser scan change detection techniques for distributed monitoring of out of plane movements of masonry structures and tunnels","New/Improved Technique/Technology","","2015","Laser scan change detection techniques for distributed monitoring of out of plane movements of masonry structures and tunnels",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56dedf644a4877.59443986&grantRef=EP%2FL010917%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L010917/1","2D0D99C7-C61C-4938-9AD5-51D0CD5CD076","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"EPSRC","EP/L010917/1","Research Grant","Software and Technical Products","University of Cambridge","Engineering","Mair","Lord Robert","","YR graphic user interface for analyzing FO temperature data","Graphic user interface for analyzing FO temperature data","Software","Yes","2015","Graphic user interface for analyzing FO temperature data",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d9aba36a3049.04135338&grantRef=EP%2FL010917%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/L010917/1","2D0D99C7-C61C-4938-9AD5-51D0CD5CD076","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"MRC","G0801823","Research Grant","Software and Technical Products","University of Oxford","Statistics","Marchini","Jonathan","","SHAPEIT1","Software for haplotype estimation","Software","","2012","Many groups have used this software","https://mathgen.stats.ox.ac.uk/genetics_software/shapeit/shapeit.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5453b13b792145.01928063&grantRef=G0801823","http://gtr.rcuk.ac.uk:80/projects?ref=G0801823","3821D7E1-BB76-4702-BD2F-5E5DF36BEABA","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C6F4F3A7-D353-4CFF-A91A-7A5D75B460F0"
"NERC","NE/L010976/1","Fellowship","Software and Technical Products","University of Reading","Meteorology","Klingaman","Nicholas","http://orcid.org/0000-0002-2927-9303","SPCAM-KPP","SPCAM-KPP comprises the Super-Parameterized Community Atmospheric Model (SPCAM), coupled to the multi-column implementation of the K Profile Parameterization (KPP) one-dimensional ocean model. SPCAM was developed previously by the Center for Multi-scale Modelling of Atmospheric Processes at Colorado State University. It is based on the National Center for Atmospheric Research Community Atmospheric Model (CAM), but replacing the conventional convective parameterization with a cloud-resolving model. Our work has been to couple SPCAM to the multi-column KPP model, which was developed at the National Centre for Atmospheric Science. The coupled model allows atmosphere-ocean interactions while maintaining a realistic ocean mean state through corrections to ocean temperature and salinity.","Software","","2015","SPCAM-KPP is being used to investigate the role of atmosphere-ocean interactions in the Madden-Julian oscillation (MJO), as well as other modes of tropical and extra-tropical sub-seasonal variability. SPCAM-KPP allows the effects of air-sea interactions to be cleanly separated from any changes in the basic state, as well as enabling sensitivity experiments to determine the impacts of air-sea interactions in particular ocean basins (e.g., the Indian Ocean, the Pacific Ocean). SPCAM-KPP is being used by scientists at the University of Reading, as well as at Colorado State University. The model underpins a collaborative research proposal between investigators at these two universities, submitted to the US National Oceanic and Atmospheric Administration.","http://puma.nerc.ac.uk/trac/KPP_ocean","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d9a40cad56a1.87120513&grantRef=NE%2FL010976%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/L010976/1","3AFA894D-1992-4281-B24E-61D5691D36FF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","E89C3602-0FB4-4044-A918-58966B8A10B2","01F74E77-6453-48B3-9CCD-F19D3F29BF8C"
"ESRC","ES/J012394/1","Research Grant","Software and Technical Products","University of Manchester","Manchester Business School","Walker","Martin","","ESRC/ICAEW Corporate Financial Information Environment (CFIE) WEB TOOL","Web tool principally for electronic scoring of annual report files in PDF format.

The tool can also be used to analyse HTML files.

Contact Mahmoud El-Haj,  for further assistance.","Webtool/Application","","2014","The software has already been used to score the strategic content of around 10,000 UK annual reports.
Initial findings were reported at:
Vasiliki Athanasakou, Mahmoud El-Haj, Paul Rayson, Martin Walker, Steven Young (2014) Computer-based Analysis of the Strategic Content of UK Annual Report Narratives. American Accounting Association Annual Meeting, August 2-6, 2014, Atlanta, USA.","https://cfie.lancaster.ac.uk:8443/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5460ccc43a7741.35566121&grantRef=ES%2FJ012394%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ES/J012394/1","05C3C1D7-8EF9-4710-9525-5283024A40A8","924BE15C-91F2-4AAD-941A-3F338324B6AE","68D0E3C9-9246-4CFC-B5E9-48584CF82993","B3F8E8FB-374D-439C-8EC1-01C9B140F7DF"
"BBSRC","BB/H002510/1","Research Grant","Software and Technical Products","University of Leicester","Biology","Matheson","Thomas","","Automated video analysis of behaviour of adult locusts.","A novel analysis technique for assessing rhythmic behaviour in adult locusts using digital video recording and automated video analysis software (EthoVision).","New/Improved Technique/Technology","","2011","None to date.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-7043278000.357826fd189ec&grantRef=BB%2FH002510%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/H002510/1","1F8E54B5-C93C-4551-ADCC-77277395E108","2512EF1C-401B-4222-9869-A770D4C5FAC7","C842A34F-18F7-454D-A259-FED802368496","FF33ECBD-2AA9-408A-B42B-3CD305BB4C79"
"BBSRC","BB/H002510/1","Research Grant","Software and Technical Products","University of Leicester","Biology","Matheson","Thomas","","Calculus of Physiological Evidence","We have implemented a programming language for executing and analysing physiological experiments.","Software","","2011","Led to development of Spinout Company Openbrain Ltd.","http://www.cs.nott.ac.uk/~nhn/Publications/INCFUK2009Poster.pdf","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-8384335067.4811146fd1da32&grantRef=BB%2FH002510%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/H002510/1","1F8E54B5-C93C-4551-ADCC-77277395E108","2512EF1C-401B-4222-9869-A770D4C5FAC7","C842A34F-18F7-454D-A259-FED802368496","FF33ECBD-2AA9-408A-B42B-3CD305BB4C79"
"BBSRC","BB/H012494/1","Research Grant","Software and Technical Products","Queen Mary, University of London","Sch of Medicine & Dentistry","Rakyan","Vardhman","","Marmal-aid","A meta-analysis tool for DNA methylation data","Webtool/Application","","2013","60 hits a day","http://marmal-aid.org","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54351a0e246514.39950741&grantRef=BB%2FH012494%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/H012494/1","4ED44FB8-D1A1-4E39-B517-71F619CE6C79","2512EF1C-401B-4222-9869-A770D4C5FAC7","D5337A10-AC8A-402A-8164-C5F9CC6B0140","6F3B6B6E-0A42-49BF-97F3-F7C1AAF0EFF7"
"EPSRC","EP/J006483/1","Research Grant","Software and Technical Products","University of Birmingham","Sch of Biosciences","Macaskie","Lynne","","Using muons to probe magnetic bionanoparticles","Use of beam line at ISIS to use muon spin rotation to probe magnetic bionanoparticles","New/Improved Technique/Technology","","",,,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=r-5745553249.256268571e7045c&grantRef=EP%2FJ006483%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J006483/1","70B14E5D-2CDA-49F2-8947-45CE9812046A","798CB33D-C79E-4578-83F2-72606407192C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","233D3FDD-D701-46EC-A490-D9C20DCE7AE8"
"EPSRC","EP/D031257/1","Research Grant","Software and Technical Products","University of Leeds","Inst of Particle Science & Engineering","Wang","Mi","","V5r tomography","to provide the interface to operate the relevant tomography system developed at Leeds","Software","","2010","User's interface and graphic interface",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54649237dbfe24.50908341&grantRef=EP%2FD031257%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/D031257/1","C4521293-3307-4076-959E-5C968844F676","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","6299E8D8-19CE-44CF-8173-1A5E568DB2D9"
"BBSRC","BB/L024144/1","Research Grant","Software and Technical Products","The Genome Analysis Centre","Research Faculty","Caccamo","Mario","http://orcid.org/0000-0002-6244-3048","Grassroots API","The Grassroots Infrastructure project aims to create an easily-deployable suite of computing middleware tools to help users and developers gain access to scientific data infrastructure that can easily be interconnected. 

With the data-generative approaches that are increasingly common in modern life science research, it is vital that the data and metadata produced by these efforts can be shared and reused. The Grassroots Infrastructure project wraps up industry-standard software tools with a consistent API that can be federated on a number of levels. This means institutions and groups can deploy a simple lightweight virtual machine, expose local data, connect up any existing data services, and federate their instance of the Grassroots with others out-of-the-box.","Software","Yes","2015","The Grassroots API powers the public BLAST service that runs at TGAC, predominantly for the currently available wheat assemblies including the recently released TGAC v1 w2rap assembly (in preparation). We have served over 4000 unique users with over 6000 BLAST jobs since November 2015.

It also underpins the Field Pathgenomics project (BBSRC IPA award 2015, PI - Saunders D., TGAC/JIC fellow), a web portal that represents the detection and subsequent phenotyping and genotyping of the wheat yellow rust pathogen. The site aims to enable researchers and breeders to track rust epidemics over variety and time, allowing for a more proactive approach to wheat crop breeding and farming.

Finally, we are working with the CerealsDB group at Univ. Bristol to deploy the Grassroots infrastructure alongside the CerealsDB web portal, allowing a federation of searching, datasets, analysis and dissemination of markers, genotypes and associated feature and literature information.","https://wheatis.tgac.ac.uk/grassroots/api/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56d47f945efe06.16699343&grantRef=BB%2FL024144%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/L024144/1","06DE6CAC-AA95-4CCE-A0DA-54CED1590886","2512EF1C-401B-4222-9869-A770D4C5FAC7","B7B056A3-95CE-4F90-9F31-708B4612610D","59FE795E-4137-4E0D-B2E1-83D5681F28C8"
"EPSRC","EP/I011587/1","Research Grant","Software and Technical Products","University of Southampton","Electronics and Computer Science","Jennings","Nick","","ML for mobility analysis","Understanding human mobility patterns is a significant research endeavour that has recently received considerable attention. Developing the science to describe and predict how people move from one place to another during their daily lives promises to address a wide range of societal challenges: from predicting the spread of infectious diseases, improving urban planning, to devising effective emergency response strategies. Individuals are also set to benefit from this area of research, as mobile devices will be able to analyse their mobility pattern and offer context-aware assistance and information. For example, a service could warn about travel disruptions before the user is likely to encounter them, or provide recommendations and mobile vouchers for local services that promise to be of high value to the user, based on their predicted future plans. More ambitiously, control systems for home heating and electric vehicle charging could be enhanced with knowledge of when the user will be home.","Software","","2013","? Rahwan, I., Dsouza, S., Rutherford, A., Naroditskiy, V., McInerney, J., &amp; Venanzi, M., et al. (2013). Global manhunt pushes the limits of social mobilization. IEEE Computer. Get Bibtex Citation 
? McInerney, J., Rogers, A., &amp; Jennings, N. R. (2012). Improving location prediction services for new users with probabilistic latent semantic analysis. In 4th International Workshop on Location-Based Social Networks. Get Bibtex Citation Download as PDF 
? McInerney, J., Stein, S., Rogers, A., &amp; Jennings, N. R. (2012). Exploring periods of low predictability in daily life mobility. In Mobile Data Challenge by Nokia Newcastle upon Tyne, UK: Nokia. Get Bibtex Citation","https://pypi.python.org/pypi/vbihmn/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=56b9ef5c840385.55864790&grantRef=EP%2FI011587%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I011587/1","E200D524-27CD-4675-B743-4B1DF537E1C6","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","6BFA4E79-9131-41F4-8BB5-0F2969B17516"
